State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Number_of_death
Chandigarh,Unknown,2020,April,Sunday,00:55,Serious,4,Two-Wheeler,3,1,Stormy,State Highway,Under Construction,Daylight,Signs,55,62,Male,Valid,No,Straight Road,17.99428491,92.49871362,2
Punjab,Unknown,2018,August,Saturday,18:56,Fatal,4,Bus,4,5,Stormy,National Highway,Dry,Dusk,Signs,104,35,Female,None,Yes,Straight Road,8.417328646,90.06969574,4
Tripura,Unknown,2020,April,Monday,10:35,Serious,4,Bus,7,4,Foggy,Village Road,Wet,Dusk,Signs,88,18,Male,Expired,No,Intersection,33.06460119,86.16038933,4
Nagaland,Unknown,2018,July,Saturday,20:00,Fatal,3,Car,6,1,Foggy,State Highway,Dry,Dark,Signals,42,62,Female,Expired,Yes,Bridge,19.560972,71.80610145,9
Andhra Pradesh,Vijayawada,2020,March,Tuesday,06:53,Minor,3,Cycle,4,1,Foggy,Village Road,Dry,Daylight,Signs,57,47,Female,Valid,No,Curve,34.09968011,68.94325921,2
Mizoram,Unknown,2023,February,Friday,08:20,Fatal,5,Pedestrian,2,4,Stormy,National Highway,Dry,Dusk,None,43,33,Female,Valid,No,Straight Road,34.01773938,94.70458759,1
Karnataka,Bangalore,2020,August,Friday,17:28,Minor,2,Truck,10,0,Rainy,Urban Road,Damaged,Dusk,Police Checkpost,98,66,Male,Valid,Yes,Curve,31.0312553,85.88285912,7
Sikkim,Unknown,2020,July,Friday,23:34,Fatal,1,Two-Wheeler,10,0,Stormy,National Highway,Wet,Dawn,Signs,34,45,Female,Valid,Yes,Intersection,15.95012009,91.09958144,8
Jharkhand,Unknown,2019,May,Thursday,09:38,Fatal,1,Pedestrian,5,0,Foggy,National Highway,Damaged,Dark,Police Checkpost,78,26,Male,None,Yes,Straight Road,18.39763867,81.96414819,9
Manipur,Unknown,2022,March,Thursday,18:37,Serious,5,Pedestrian,10,2,Hazy,State Highway,Under Construction,Daylight,Police Checkpost,90,66,Male,Expired,Yes,Intersection,30.98069013,71.40193748,7
Punjab,Unknown,2020,August,Wednesday,04:49,Serious,5,Auto-Rickshaw,5,2,Stormy,Urban Road,Damaged,Dark,Signs,99,50,Female,Valid,Yes,Curve,16.55689414,71.63038797,7
Haryana,Unknown,2021,December,Wednesday,03:04,Minor,1,Car,6,5,Clear,National Highway,Dry,Daylight,Police Checkpost,115,70,Female,None,Yes,Straight Road,12.57630416,87.88139333,8
Tripura,Unknown,2023,November,Tuesday,05:07,Serious,3,Car,1,1,Rainy,Village Road,Damaged,Dawn,Signals,76,50,Female,Valid,Yes,Straight Road,23.03363409,80.47887095,7
Maharashtra,Mumbai,2022,June,Monday,06:33,Fatal,3,Cycle,2,1,Clear,Village Road,Dry,Dark,Signs,37,18,Female,Valid,No,Curve,33.2761789,73.81521707,4
Rajasthan,Jaipur,2021,February,Monday,21:37,Serious,3,Truck,8,5,Foggy,Urban Road,Dry,Dusk,Signals,94,19,Male,None,Yes,Curve,26.79280451,82.25624186,6
Odisha,Unknown,2021,May,Sunday,00:39,Minor,3,Two-Wheeler,7,1,Stormy,Urban Road,Damaged,Dusk,Signals,32,25,Female,Expired,No,Intersection,23.39165159,69.86205918,9
Himachal Pradesh,Unknown,2020,February,Saturday,07:55,Fatal,1,Car,9,0,Hazy,State Highway,Under Construction,Dawn,Signals,46,53,Male,Expired,Yes,Curve,10.62376533,84.87717066,4
Arunachal Pradesh,Unknown,2018,October,Saturday,14:10,Serious,5,Auto-Rickshaw,8,2,Rainy,State Highway,Wet,Dawn,Signs,90,39,Male,Expired,Yes,Curve,24.60519512,75.80080873,6
Meghalaya,Unknown,2021,June,Thursday,13:31,Serious,2,Bus,1,3,Hazy,State Highway,Dry,Dawn,Signs,107,35,Male,Expired,Yes,Intersection,34.73145395,91.12921392,9
Tamil Nadu,Chennai,2021,September,Sunday,14:48,Fatal,1,Pedestrian,8,3,Stormy,Urban Road,Damaged,Daylight,Police Checkpost,63,45,Female,Expired,Yes,Intersection,11.78226841,77.00049681,4
Gujarat,Surat,2020,February,Monday,16:29,Fatal,3,Two-Wheeler,1,1,Foggy,State Highway,Dry,Dark,Signals,97,39,Male,Valid,No,Intersection,21.99490061,81.20138432,2
Chhattisgarh,Unknown,2018,July,Wednesday,08:05,Serious,4,Car,3,3,Hazy,State Highway,Dry,Dusk,Signs,83,26,Female,Valid,Yes,Straight Road,31.68907294,68.33699566,8
Odisha,Unknown,2022,December,Friday,10:46,Minor,3,Car,10,3,Rainy,National Highway,Dry,Dusk,Police Checkpost,61,66,Male,Expired,No,Intersection,28.00075268,70.10095975,5
Goa,Unknown,2020,May,Monday,21:51,Serious,4,Truck,2,2,Foggy,Urban Road,Under Construction,Dark,Police Checkpost,104,57,Male,Expired,Yes,Straight Road,26.81942501,79.38231314,8
Jammu and Kashmir,Unknown,2021,November,Sunday,21:39,Serious,1,Two-Wheeler,0,2,Rainy,State Highway,Dry,Dark,Police Checkpost,41,50,Female,None,No,Intersection,26.96707027,81.91822621,8
Telangana,Unknown,2023,August,Saturday,22:07,Minor,3,Pedestrian,5,0,Stormy,Village Road,Under Construction,Dark,Signs,36,67,Male,Expired,No,Curve,17.70626108,85.4005959,4
Arunachal Pradesh,Unknown,2019,August,Monday,18:44,Fatal,3,Cycle,2,5,Stormy,State Highway,Dry,Dark,Signs,35,32,Male,None,Yes,Intersection,15.9269798,76.45821478,7
Jharkhand,Unknown,2020,September,Sunday,07:27,Serious,3,Cycle,8,3,Clear,National Highway,Wet,Daylight,Signs,40,55,Female,Valid,No,Curve,29.8527512,88.1544747,1
Andhra Pradesh,Tirupati,2023,March,Thursday,08:37,Fatal,1,Pedestrian,0,1,Foggy,State Highway,Damaged,Dusk,None,49,28,Female,Expired,No,Curve,29.87306166,92.94354952,9
Bihar,Unknown,2019,May,Saturday,22:32,Serious,1,Bus,9,5,Clear,State Highway,Damaged,Dark,Police Checkpost,49,57,Male,None,Yes,Intersection,31.4109526,90.61567868,6
Gujarat,Ahmedabad,2023,March,Wednesday,09:15,Fatal,1,Car,10,0,Hazy,Village Road,Wet,Daylight,None,119,25,Female,None,Yes,Intersection,32.65749492,69.14894594,4
Punjab,Unknown,2023,July,Thursday,12:43,Minor,3,Pedestrian,4,5,Rainy,Urban Road,Wet,Dusk,Signs,115,37,Female,Expired,Yes,Straight Road,21.80624477,81.93470147,7
Himachal Pradesh,Unknown,2023,April,Sunday,04:10,Serious,5,Bus,8,1,Clear,Village Road,Damaged,Dark,Signs,113,37,Female,Expired,Yes,Straight Road,21.54093996,71.04297517,3
Sikkim,Unknown,2019,January,Wednesday,23:24,Fatal,2,Two-Wheeler,0,4,Foggy,National Highway,Under Construction,Daylight,Signs,115,25,Female,Valid,Yes,Curve,29.55396983,75.01930546,7
Jammu and Kashmir,Unknown,2019,February,Friday,02:18,Serious,2,Pedestrian,0,4,Stormy,Urban Road,Wet,Dusk,None,85,22,Female,Valid,Yes,Bridge,25.54902613,96.6132152,7
Telangana,Unknown,2021,February,Sunday,03:31,Minor,2,Auto-Rickshaw,7,1,Foggy,Village Road,Wet,Dark,Signs,84,63,Male,None,Yes,Intersection,26.95310569,72.13237074,3
West Bengal,Siliguri,2018,July,Tuesday,09:28,Fatal,1,Two-Wheeler,10,0,Rainy,National Highway,Dry,Dawn,Police Checkpost,115,49,Male,Expired,Yes,Intersection,29.48640207,82.46775645,8
Meghalaya,Unknown,2022,May,Sunday,13:11,Minor,5,Car,9,3,Rainy,Village Road,Damaged,Daylight,Signals,116,30,Male,Expired,Yes,Bridge,32.03014423,85.9265163,6
Bihar,Unknown,2023,April,Saturday,12:45,Minor,4,Truck,4,5,Foggy,State Highway,Wet,Dawn,Signs,99,45,Male,None,Yes,Intersection,17.12586923,88.37148415,8
Himachal Pradesh,Unknown,2021,July,Wednesday,17:00,Minor,1,Bus,9,2,Stormy,Urban Road,Wet,Daylight,None,73,44,Female,Expired,Yes,Curve,18.14073972,84.22981182,6
Himachal Pradesh,Unknown,2020,October,Sunday,01:59,Minor,5,Bus,4,4,Foggy,Village Road,Dry,Dawn,Signs,114,20,Female,Expired,Yes,Intersection,10.53751238,68.28335458,2
Assam,Unknown,2022,November,Friday,20:50,Minor,1,Truck,3,0,Stormy,State Highway,Dry,Dark,Signs,111,18,Female,Valid,Yes,Bridge,23.61356381,77.46737794,5
Mizoram,Unknown,2022,June,Wednesday,06:34,Minor,1,Truck,6,3,Hazy,National Highway,Dry,Dark,Police Checkpost,89,33,Female,Expired,Yes,Bridge,8.970441393,83.01363766,8
Tamil Nadu,Coimbatore,2019,January,Friday,05:49,Serious,3,Cycle,10,1,Foggy,Village Road,Under Construction,Dark,None,112,62,Male,Expired,Yes,Intersection,20.57114649,70.54812848,1
Himachal Pradesh,Unknown,2021,November,Thursday,23:58,Serious,5,Pedestrian,9,5,Clear,State Highway,Dry,Dawn,None,85,31,Male,None,Yes,Bridge,22.65140514,78.16818101,1
Assam,Unknown,2019,July,Tuesday,06:28,Fatal,2,Truck,4,3,Clear,Urban Road,Under Construction,Dawn,None,118,63,Male,None,No,Straight Road,15.73661381,68.96289015,6
Tripura,Unknown,2022,June,Wednesday,04:57,Serious,5,Car,6,3,Clear,National Highway,Under Construction,Dusk,Signs,60,55,Male,Valid,Yes,Bridge,23.95249804,70.27877642,1
Sikkim,Unknown,2021,December,Friday,18:49,Minor,5,Bus,10,5,Clear,National Highway,Dry,Dawn,Signals,36,24,Male,Valid,Yes,Bridge,8.823506748,79.51077501,8
Chhattisgarh,Unknown,2021,December,Saturday,11:10,Minor,4,Truck,7,1,Rainy,State Highway,Damaged,Dusk,Signals,87,33,Male,Expired,Yes,Curve,9.008401096,71.84875687,5
Kerala,Unknown,2021,February,Tuesday,17:07,Serious,2,Cycle,7,2,Rainy,National Highway,Damaged,Daylight,Signs,93,43,Male,Expired,No,Bridge,30.21021514,84.4586846,8
Uttar Pradesh,Varanasi,2018,July,Tuesday,19:59,Minor,4,Cycle,4,5,Hazy,Village Road,Damaged,Dawn,Police Checkpost,82,31,Male,None,Yes,Straight Road,17.72514732,87.9944841,8
Mizoram,Unknown,2021,December,Monday,16:19,Fatal,4,Cycle,10,0,Foggy,Village Road,Under Construction,Dusk,Signs,63,31,Female,Valid,Yes,Intersection,11.43063384,91.21701427,5
Tamil Nadu,Coimbatore,2020,July,Tuesday,11:50,Fatal,2,Two-Wheeler,5,1,Stormy,State Highway,Dry,Dawn,Signals,46,18,Female,Expired,Yes,Bridge,22.10056802,73.80435708,9
Haryana,Unknown,2020,May,Thursday,16:24,Serious,2,Pedestrian,0,0,Stormy,State Highway,Damaged,Dawn,Signs,82,56,Male,Expired,Yes,Intersection,28.78982593,72.85699489,4
Telangana,Unknown,2022,July,Friday,20:32,Fatal,5,Auto-Rickshaw,3,0,Hazy,National Highway,Under Construction,Dark,Police Checkpost,77,53,Female,Expired,No,Bridge,13.82716774,71.03246737,1
Tamil Nadu,Chennai,2020,April,Friday,11:13,Minor,1,Auto-Rickshaw,3,3,Foggy,Urban Road,Under Construction,Daylight,Police Checkpost,99,31,Male,Expired,Yes,Curve,24.81804285,86.45647724,4
Uttar Pradesh,Kanpur,2021,December,Friday,00:34,Minor,2,Truck,5,1,Clear,Urban Road,Under Construction,Daylight,Signs,112,31,Female,None,No,Curve,10.30438155,88.48779607,5
Gujarat,Surat,2018,March,Friday,07:15,Minor,1,Two-Wheeler,4,0,Clear,Village Road,Under Construction,Daylight,None,70,30,Female,Valid,No,Intersection,9.395406472,68.9159982,9
Jharkhand,Unknown,2022,August,Sunday,18:05,Minor,3,Auto-Rickshaw,6,4,Stormy,State Highway,Under Construction,Dusk,Police Checkpost,105,22,Male,Valid,Yes,Straight Road,22.34657505,95.15015514,9
Punjab,Unknown,2023,July,Friday,22:17,Fatal,3,Pedestrian,7,3,Stormy,State Highway,Damaged,Dusk,Police Checkpost,78,57,Female,Expired,Yes,Bridge,22.59714828,69.50716723,4
Uttar Pradesh,Kanpur,2020,June,Wednesday,01:17,Serious,2,Bus,10,5,Rainy,Village Road,Damaged,Dusk,None,101,50,Female,None,Yes,Curve,25.21060734,83.69759372,8
Haryana,Unknown,2022,February,Wednesday,01:11,Fatal,5,Auto-Rickshaw,4,5,Clear,National Highway,Under Construction,Daylight,None,52,67,Male,None,Yes,Bridge,27.60446601,88.56275506,3
Puducherry,Unknown,2018,April,Thursday,00:41,Serious,2,Cycle,5,5,Clear,National Highway,Damaged,Dark,Signs,96,46,Female,None,No,Bridge,34.34800615,93.25810459,6
Delhi,Dwarka,2021,June,Sunday,14:29,Fatal,4,Two-Wheeler,9,5,Rainy,Urban Road,Under Construction,Dusk,None,100,51,Female,None,Yes,Intersection,21.9401094,88.70852103,4
Telangana,Unknown,2021,June,Friday,04:08,Minor,3,Auto-Rickshaw,0,4,Stormy,National Highway,Damaged,Dusk,Police Checkpost,97,21,Male,Valid,Yes,Bridge,16.71982477,91.25011441,1
Jharkhand,Unknown,2023,May,Tuesday,05:34,Serious,3,Truck,7,1,Hazy,Urban Road,Dry,Dawn,Signs,64,50,Female,None,No,Straight Road,29.47002726,77.84405558,6
Kerala,Unknown,2018,May,Monday,01:07,Minor,4,Auto-Rickshaw,9,5,Rainy,Village Road,Under Construction,Daylight,Police Checkpost,88,50,Female,None,Yes,Curve,15.31247078,91.6299283,5
Tripura,Unknown,2021,August,Friday,18:55,Fatal,4,Cycle,0,2,Stormy,National Highway,Damaged,Dawn,Signals,97,44,Male,None,No,Curve,19.85222836,70.32333055,9
Puducherry,Unknown,2023,February,Sunday,12:06,Minor,4,Bus,8,4,Hazy,Village Road,Wet,Dawn,Signals,60,67,Female,Expired,No,Bridge,10.1183223,93.94968303,3
Telangana,Unknown,2019,May,Sunday,23:37,Minor,5,Car,9,3,Stormy,National Highway,Dry,Daylight,None,56,18,Male,Valid,No,Curve,8.684470072,83.88017891,2
Goa,Unknown,2018,October,Wednesday,21:52,Fatal,5,Two-Wheeler,4,5,Foggy,State Highway,Under Construction,Dusk,Signs,77,25,Male,Expired,No,Curve,33.9915072,91.70163533,8
Kerala,Unknown,2018,September,Friday,09:07,Serious,1,Car,8,3,Rainy,State Highway,Damaged,Dark,Signals,99,27,Female,Valid,Yes,Curve,30.57146325,81.11723025,9
Bihar,Unknown,2022,March,Thursday,22:08,Fatal,2,Pedestrian,1,5,Foggy,State Highway,Under Construction,Dawn,Signs,110,54,Male,None,No,Straight Road,26.79130356,86.66375316,5
Maharashtra,Mumbai,2019,October,Thursday,19:01,Serious,2,Cycle,3,5,Stormy,Urban Road,Under Construction,Dark,Signals,41,35,Female,Expired,No,Bridge,19.0417295,83.26567717,8
Haryana,Unknown,2023,February,Monday,08:12,Serious,1,Auto-Rickshaw,3,5,Clear,Urban Road,Wet,Dark,Police Checkpost,80,63,Female,Valid,Yes,Bridge,12.67894664,89.21609613,2
Rajasthan,Jodhpur,2023,April,Tuesday,05:53,Fatal,4,Pedestrian,10,4,Stormy,Urban Road,Under Construction,Dawn,Signs,103,20,Female,Valid,Yes,Bridge,12.22380015,70.36726948,7
Goa,Unknown,2018,October,Wednesday,18:09,Serious,2,Bus,9,5,Clear,Village Road,Dry,Dawn,Signals,46,26,Male,Expired,No,Straight Road,14.75655825,69.75021044,1
Assam,Unknown,2020,May,Monday,03:21,Serious,3,Auto-Rickshaw,2,3,Foggy,Urban Road,Under Construction,Daylight,None,85,68,Female,None,No,Straight Road,22.82911995,75.16599379,8
Madhya Pradesh,Unknown,2023,November,Monday,01:19,Fatal,1,Pedestrian,8,4,Foggy,Urban Road,Under Construction,Dark,Signals,71,54,Male,None,No,Bridge,27.29408991,72.62679572,4
Arunachal Pradesh,Unknown,2021,April,Thursday,07:30,Fatal,5,Pedestrian,5,1,Stormy,Urban Road,Damaged,Daylight,None,116,37,Male,Valid,Yes,Intersection,25.82532917,93.28172343,3
Sikkim,Unknown,2018,August,Thursday,08:26,Minor,4,Auto-Rickshaw,3,1,Clear,Village Road,Wet,Dark,None,48,29,Female,Valid,Yes,Bridge,15.55821522,74.35720563,8
Uttar Pradesh,Lucknow,2018,September,Friday,16:25,Serious,1,Pedestrian,0,4,Foggy,Urban Road,Damaged,Dark,Signs,107,60,Male,Expired,Yes,Straight Road,33.78136258,96.30009242,2
Manipur,Unknown,2019,June,Sunday,04:38,Minor,5,Truck,1,0,Stormy,National Highway,Dry,Dusk,None,114,22,Female,Expired,No,Curve,27.92321675,77.76997796,4
Sikkim,Unknown,2023,June,Friday,00:11,Minor,5,Cycle,4,5,Foggy,State Highway,Wet,Daylight,Police Checkpost,43,55,Male,None,No,Curve,22.96755942,73.28141955,6
Haryana,Unknown,2022,May,Friday,23:48,Minor,5,Pedestrian,8,3,Foggy,State Highway,Wet,Dawn,Signs,96,39,Female,Valid,Yes,Intersection,24.51646015,90.90125671,9
Maharashtra,Mumbai,2018,April,Friday,17:55,Fatal,5,Truck,1,2,Stormy,National Highway,Dry,Dark,Signals,85,31,Female,Expired,No,Curve,19.32920169,87.10252549,3
Chandigarh,Unknown,2020,November,Wednesday,14:36,Serious,5,Car,6,5,Hazy,National Highway,Damaged,Dawn,Police Checkpost,102,44,Female,None,No,Curve,14.68873672,82.44767578,8
Haryana,Unknown,2022,August,Monday,10:14,Fatal,1,Cycle,3,1,Rainy,National Highway,Damaged,Dark,Signs,62,29,Female,Expired,No,Straight Road,17.61126232,84.10554298,4
Jammu and Kashmir,Unknown,2021,October,Thursday,08:03,Serious,1,Pedestrian,10,4,Foggy,Village Road,Under Construction,Dawn,Signs,59,38,Male,None,No,Straight Road,28.46184498,88.85685157,1
Chandigarh,Unknown,2022,May,Thursday,00:21,Serious,4,Auto-Rickshaw,9,1,Stormy,National Highway,Wet,Dusk,Signs,106,29,Female,Expired,Yes,Bridge,8.388624193,74.6251875,1
Kerala,Unknown,2018,August,Wednesday,05:45,Serious,4,Bus,0,3,Foggy,Urban Road,Under Construction,Dawn,Signals,82,35,Male,Valid,Yes,Bridge,11.13396129,96.89368357,3
Tripura,Unknown,2021,February,Monday,15:06,Serious,3,Auto-Rickshaw,7,4,Hazy,State Highway,Damaged,Dark,Signs,75,68,Male,None,No,Curve,9.242071335,96.2690017,9
Tamil Nadu,Madurai,2018,May,Wednesday,11:22,Minor,3,Cycle,5,0,Foggy,National Highway,Dry,Dawn,Signs,79,43,Male,Expired,Yes,Straight Road,9.099677663,86.8594449,1
Telangana,Unknown,2020,December,Wednesday,12:22,Serious,5,Pedestrian,6,1,Hazy,State Highway,Under Construction,Dusk,Police Checkpost,103,29,Male,Valid,Yes,Bridge,31.09743577,73.78673108,4
Punjab,Unknown,2022,March,Sunday,14:03,Fatal,4,Bus,10,2,Stormy,Village Road,Dry,Daylight,Signals,68,61,Female,Valid,No,Curve,26.9987622,87.72661903,6
Jharkhand,Unknown,2019,February,Tuesday,13:55,Minor,5,Pedestrian,10,5,Clear,Village Road,Wet,Dawn,Signs,100,69,Female,Expired,No,Intersection,20.80269339,70.09375386,8
Odisha,Unknown,2022,February,Wednesday,10:33,Serious,4,Bus,2,1,Hazy,State Highway,Dry,Dusk,Signs,89,41,Female,Valid,No,Bridge,10.64152234,68.88892256,3
Delhi,New Delhi,2018,September,Monday,20:24,Serious,5,Two-Wheeler,6,4,Foggy,National Highway,Dry,Dusk,Signals,104,45,Male,Valid,Yes,Intersection,21.27362863,75.47280377,1
Karnataka,Mysore,2018,December,Friday,10:23,Fatal,3,Pedestrian,5,3,Hazy,State Highway,Under Construction,Dusk,Signs,36,51,Female,Valid,No,Curve,20.78373781,81.41606575,3
Maharashtra,Pune,2020,January,Monday,15:33,Minor,2,Cycle,1,0,Stormy,National Highway,Wet,Daylight,Police Checkpost,99,30,Male,Valid,No,Straight Road,12.67645049,93.17990266,1
Tripura,Unknown,2020,May,Saturday,18:51,Serious,3,Bus,8,1,Clear,National Highway,Damaged,Dusk,None,37,60,Female,Expired,Yes,Straight Road,19.71399453,89.08790302,1
Rajasthan,Udaipur,2019,August,Sunday,21:18,Serious,5,Pedestrian,8,4,Hazy,Village Road,Under Construction,Daylight,Signs,87,30,Male,None,Yes,Curve,18.75962783,89.53848911,8
Maharashtra,Mumbai,2018,June,Tuesday,12:50,Fatal,5,Bus,6,1,Clear,Urban Road,Dry,Daylight,Police Checkpost,120,37,Female,Valid,Yes,Bridge,24.62795265,80.3393067,1
Jharkhand,Unknown,2021,September,Monday,09:45,Fatal,1,Pedestrian,4,3,Hazy,National Highway,Under Construction,Dawn,Police Checkpost,46,69,Male,Valid,No,Straight Road,25.14752857,78.03211478,3
Tamil Nadu,Coimbatore,2021,April,Friday,05:00,Fatal,1,Bus,10,4,Hazy,Village Road,Wet,Dawn,Police Checkpost,104,50,Male,Valid,No,Straight Road,9.223208264,78.76012413,7
Odisha,Unknown,2020,December,Tuesday,02:03,Minor,3,Car,1,2,Hazy,Village Road,Damaged,Dark,Signals,94,64,Female,None,No,Bridge,18.11454059,96.64183735,5
Jammu and Kashmir,Unknown,2023,March,Wednesday,21:32,Fatal,2,Pedestrian,2,5,Hazy,State Highway,Damaged,Dark,Police Checkpost,111,44,Female,Valid,Yes,Intersection,24.89821772,69.16316655,6
Assam,Unknown,2022,August,Wednesday,00:38,Minor,3,Two-Wheeler,9,3,Rainy,Village Road,Under Construction,Dusk,None,103,60,Female,Valid,No,Intersection,21.58467898,93.14391339,4
Mizoram,Unknown,2019,June,Sunday,08:49,Fatal,4,Auto-Rickshaw,3,3,Stormy,Urban Road,Wet,Dusk,Signals,32,67,Male,Valid,Yes,Straight Road,31.12522571,84.78158685,5
Maharashtra,Pune,2021,January,Sunday,20:12,Fatal,3,Pedestrian,6,3,Hazy,Urban Road,Under Construction,Dark,Signals,97,38,Female,None,Yes,Bridge,25.78472805,80.71984716,3
Tamil Nadu,Coimbatore,2021,September,Tuesday,05:17,Minor,3,Two-Wheeler,6,2,Rainy,Urban Road,Wet,Dusk,None,72,32,Female,Expired,Yes,Bridge,12.39922953,89.03247215,1
Karnataka,Mangalore,2019,December,Saturday,23:12,Serious,5,Bus,9,0,Stormy,State Highway,Under Construction,Dawn,Police Checkpost,61,56,Female,None,Yes,Straight Road,9.90535618,82.1133993,7
Goa,Unknown,2022,December,Friday,08:52,Minor,4,Bus,2,2,Foggy,Village Road,Wet,Dark,Signals,102,50,Female,Expired,Yes,Intersection,25.34532051,93.3292739,6
Andhra Pradesh,Vijayawada,2023,October,Wednesday,15:40,Fatal,1,Car,10,3,Hazy,Urban Road,Damaged,Dusk,None,42,68,Male,Expired,No,Intersection,8.715805385,94.12035406,8
Maharashtra,Pune,2022,June,Monday,04:07,Fatal,4,Car,1,3,Hazy,Urban Road,Under Construction,Dusk,None,104,29,Female,None,No,Intersection,23.81594069,80.22990688,1
Rajasthan,Jodhpur,2022,December,Monday,11:08,Serious,1,Two-Wheeler,5,0,Rainy,Village Road,Under Construction,Dark,Police Checkpost,115,66,Male,None,Yes,Curve,33.38621652,76.02800612,4
Chandigarh,Unknown,2020,February,Monday,17:26,Minor,5,Car,7,0,Hazy,National Highway,Damaged,Daylight,Signals,74,65,Female,None,No,Intersection,23.5378028,85.17815953,7
Kerala,Unknown,2021,June,Saturday,18:10,Serious,4,Auto-Rickshaw,0,4,Foggy,Urban Road,Dry,Dusk,Police Checkpost,68,38,Male,Valid,Yes,Bridge,18.48058801,94.45853702,1
Kerala,Unknown,2020,February,Monday,02:36,Fatal,2,Two-Wheeler,4,2,Hazy,State Highway,Wet,Dawn,Police Checkpost,117,59,Male,Expired,Yes,Intersection,25.3687819,74.10920348,9
Telangana,Unknown,2023,November,Monday,19:20,Fatal,4,Cycle,0,2,Foggy,Urban Road,Dry,Dark,Signals,67,27,Female,None,Yes,Intersection,20.37282804,86.06603092,3
Odisha,Unknown,2022,August,Wednesday,01:55,Serious,3,Truck,4,0,Foggy,Village Road,Dry,Dusk,Signals,51,30,Female,Valid,No,Straight Road,22.73165331,86.31524638,2
Assam,Unknown,2020,December,Friday,01:52,Serious,3,Pedestrian,5,2,Clear,State Highway,Under Construction,Dark,Signals,98,44,Male,None,No,Straight Road,33.41954984,89.26027765,5
Nagaland,Unknown,2021,April,Monday,11:47,Fatal,2,Two-Wheeler,3,1,Clear,State Highway,Dry,Daylight,Signs,30,66,Female,Valid,Yes,Straight Road,18.42477122,71.81546287,8
Chhattisgarh,Unknown,2023,March,Tuesday,01:36,Minor,1,Auto-Rickshaw,6,1,Hazy,Village Road,Wet,Dawn,Police Checkpost,47,65,Male,Valid,No,Straight Road,33.95214522,88.75892398,6
Kerala,Unknown,2021,September,Thursday,11:23,Serious,2,Cycle,9,3,Hazy,State Highway,Wet,Dawn,Signals,77,54,Female,Valid,Yes,Bridge,32.44446733,94.3619431,4
Uttar Pradesh,Kanpur,2021,June,Friday,21:50,Minor,1,Cycle,5,4,Clear,Village Road,Wet,Dawn,Police Checkpost,119,58,Male,Expired,Yes,Straight Road,13.28636064,73.21081016,8
Karnataka,Mysore,2020,October,Saturday,00:25,Fatal,3,Truck,9,3,Hazy,State Highway,Damaged,Dark,Signs,76,31,Female,Valid,No,Bridge,9.872755124,74.88875642,2
Telangana,Unknown,2023,September,Monday,19:51,Fatal,1,Truck,3,5,Foggy,National Highway,Damaged,Dark,None,60,63,Male,None,Yes,Intersection,10.72100604,96.17045773,1
Punjab,Unknown,2018,September,Saturday,19:22,Serious,1,Truck,0,4,Hazy,State Highway,Damaged,Dark,None,114,70,Male,None,Yes,Intersection,8.491989293,73.24833163,6
Telangana,Unknown,2021,May,Saturday,14:39,Serious,2,Auto-Rickshaw,1,5,Stormy,National Highway,Damaged,Daylight,None,82,22,Female,Valid,Yes,Bridge,10.54995994,92.77716771,9
